,Date,skew
187,2016-01-29,95.74530925809232
188,2016-02-01,93.6328548219574
189,2016-02-02,95.50404714118079
190,2016-02-03,94.94050625800266
191,2016-02-04,96.92904910558464
192,2016-02-05,95.44856627826033
193,2016-02-15,91.81604780081648
194,2016-02-16,96.516604868079
195,2016-02-25,92.00448586700297
196,2016-02-26,95.20473903792872
197,2016-02-29,93.32705245442384
198,2016-03-01,96.769546863194
199,2016-03-02,100.5189803264106
200,2016-03-03,100.58057779776348
201,2016-03-04,103.84336700799959
202,2016-03-07,103.47123096682427
203,2016-03-08,103.98140874191405
204,2016-03-09,102.06258082851198
205,2016-03-10,101.01702748255897
206,2016-03-11,100.95844065205944
207,2016-03-14,102.75433995826785
208,2016-03-15,101.88436049034479
209,2016-03-24,103.65279266894748
210,2016-03-25,103.07802663241124
211,2016-03-28,101.46211198549295
212,2016-03-29,100.69197618046705
213,2016-03-30,103.59043141417956
214,2016-03-31,103.50858981024362
215,2016-04-01,104.63290466596882
216,2016-04-05,105.50130308220065
217,2016-04-06,103.1749088656284
218,2016-04-07,101.07345345255659
219,2016-04-08,99.71531129924264
220,2016-04-11,100.82846760853816
221,2016-04-12,100.6479006186856
222,2016-04-13,101.93237284953256
223,2016-04-14,102.51856227020409
224,2016-04-15,102.47375304465278
225,2016-04-18,101.05911886089962
226,2016-04-19,101.31813788186528
227,2016-04-20,98.94284683678106
228,2016-04-21,100.50173143676902
229,2016-04-22,101.33627733041489
230,2016-04-25,100.4801986035612
231,2016-04-26,100.90430277081991
232,2016-04-27,100.192578877944
233,2016-04-28,99.97754172731005
234,2016-04-29,99.80956735983652
235,2016-05-03,100.60677830856856
236,2016-05-04,101.27497744578022
237,2016-05-05,101.43832552319876
238,2016-05-06,98.91846447762909
239,2016-05-09,98.56726751042189
240,2016-05-10,100.44731531450834
241,2016-05-11,102.06511100193143
242,2016-05-12,101.86885784889833
243,2016-05-13,101.59861420536163
244,2016-05-16,101.55370757454956
245,2016-05-17,100.30087032706196
246,2016-05-26,100.85001405741656
247,2016-05-27,101.4154217190598
248,2016-05-30,101.62684866465116
249,2016-05-31,102.57487451573265
250,2016-06-01,103.06664439597091
251,2016-06-02,99.9500624961937
252,2016-06-03,99.64294934888109
253,2016-06-06,101.04272111851829
254,2016-06-07,100.6168946466796
255,2016-06-08,102.54045959379715
256,2016-06-13,98.2261271714575
257,2016-06-14,99.54126246406075
258,2016-06-23,100.39652622801866
259,2016-06-24,99.26373862334499
260,2016-06-27,100.44137862261663
261,2016-06-28,100.38295642529691
262,2016-06-29,102.04153764262917
263,2016-06-30,102.98949963075856
264,2016-07-01,103.62638792155012
265,2016-07-04,105.30231831440499
266,2016-07-05,103.70078509460741
267,2016-07-06,102.5995406004905
268,2016-07-07,103.34160432312322
269,2016-07-08,102.6535059380844
270,2016-07-11,104.56340053551986
271,2016-07-12,107.92560798653395
272,2016-07-13,106.08598973092614
273,2016-07-14,105.31349832821668
274,2016-07-15,105.01982826871297
275,2016-07-18,104.04819387579508
276,2016-07-19,102.27381863498566
277,2016-07-20,99.76386734016138
278,2016-07-21,101.59424954494612
279,2016-07-22,100.67122538565738
280,2016-07-25,101.5508143882132
281,2016-07-26,102.6421885650696
282,2016-07-27,103.47152854164803
283,2016-07-28,101.62217058622446
284,2016-07-29,101.77524648876798
285,2016-08-01,102.80625808031334
286,2016-08-02,102.57235641415518
287,2016-08-03,102.6239213214843
288,2016-08-04,102.70915235464317
289,2016-08-05,103.8459354357891
290,2016-08-08,101.78512523703044
291,2016-08-09,104.41118356435811
292,2016-08-10,104.568292415104
293,2016-08-11,108.32021951051841
294,2016-08-12,109.52642922734177
295,2016-08-15,121.28506164767384
296,2016-08-16,105.95710860743407
297,2016-08-25,103.94424171473263
298,2016-08-26,103.93237340978635
299,2016-08-29,103.20273063940371
300,2016-08-30,103.56276617232054
301,2016-08-31,103.17878273530597
302,2016-09-01,100.32062616590906
303,2016-09-02,99.76160704075252
304,2016-09-05,100.56702532644019
305,2016-09-06,101.72470765685966
306,2016-09-07,102.7396748855432
307,2016-09-08,103.39803693255564
308,2016-09-09,105.440873935014
309,2016-09-12,101.73029464442357
310,2016-09-13,101.27514184978575
311,2016-09-14,99.03029376506619
312,2016-09-19,101.25991609389364
313,2016-09-20,102.55134786240113
314,2016-09-29,99.62002823900593
315,2016-09-30,99.76410213721881
316,2016-10-10,101.30266962609686
317,2016-10-11,101.41871290890883
318,2016-10-12,100.38030781884386
319,2016-10-13,101.17930284155621
320,2016-10-14,102.09452641084114
321,2016-10-17,109.43006788350722
322,2016-10-18,104.3402064398905
323,2016-10-19,101.19936182283057
324,2016-10-20,102.06894966455314
325,2016-10-21,103.63738584344817
326,2016-10-24,105.66496583596034
327,2016-10-25,105.13333751727936
328,2016-10-26,103.2514316712366
329,2016-10-27,102.3274562866502
330,2016-10-28,102.03815177691662
331,2016-10-31,102.09111516859758
332,2016-11-01,102.90178346972984
333,2016-11-02,104.92780531864737
334,2016-11-03,104.17891174754988
335,2016-11-04,102.38735819273427
336,2016-11-07,102.41942562098845
337,2016-11-08,104.03603726338874
338,2016-11-09,101.89645474955911
339,2016-11-10,107.46301099121484
340,2016-11-11,105.47796848728849
341,2016-11-14,107.33535428964443
342,2016-11-15,107.21268307689755
343,2016-11-24,112.85288507988813
344,2016-11-25,113.69318422858555
345,2016-11-28,109.17239799912576
346,2016-11-29,120.41161953111805
347,2016-11-30,107.06284146101221
348,2016-12-01,109.91641129201383
349,2016-12-02,106.79744300283899
350,2016-12-05,101.57642676515584
351,2016-12-06,100.67835980171084
352,2016-12-07,101.60378274283622
353,2016-12-08,102.61217302813746
354,2016-12-09,104.14000594422234
355,2016-12-12,100.57085235462586
356,2016-12-13,99.97451155144523
357,2016-12-14,99.22674248588358
358,2016-12-15,94.10409468837669
359,2016-12-16,95.41799679471184
360,2016-12-19,96.21249201268883
361,2016-12-20,93.65230507858239
362,2016-12-29,93.2966032831492
363,2016-12-30,94.50825108658321
364,2017-01-03,98.10099686046978
365,2017-01-04,99.1496673895538
366,2017-01-05,98.7358992318326
367,2017-01-06,99.18907833592894
368,2017-01-09,99.06520917355462
369,2017-01-10,98.35792336187961
370,2017-01-11,98.03384475236516
371,2017-01-12,100.53964560011161
372,2017-01-13,99.1028582406786
373,2017-01-16,100.66157554809871
374,2017-01-17,100.19018299410047
375,2017-01-18,105.04833788980321
376,2017-01-19,104.51621208711911
377,2017-01-20,102.42651060996914
378,2017-01-23,101.3795325908514
379,2017-01-24,101.71256361624165
380,2017-01-25,102.66267220464962
381,2017-01-26,105.25636663947913
382,2017-02-03,107.00913768676733
383,2017-02-06,108.403256473227
384,2017-02-07,105.71432565298313
385,2017-02-08,108.29419187092162
386,2017-02-09,102.81272600369662
387,2017-02-10,104.68193654781835
388,2017-02-13,106.15876361730132
389,2017-02-14,106.41702996897916
390,2017-02-23,108.79325533750233
391,2017-02-24,107.04358172684657
392,2017-02-27,103.40166101286121
393,2017-02-28,103.83643002338886
394,2017-03-01,103.97119764840409
395,2017-03-02,101.51078855822166
396,2017-03-03,100.102813981951
397,2017-03-06,101.19200073283622
398,2017-03-07,100.96676857909989
399,2017-03-08,101.00031372424014
400,2017-03-09,99.08634168426283
401,2017-03-10,102.07722140082952
402,2017-03-13,100.97324949316416
403,2017-03-14,101.88333573259037
404,2017-03-23,100.93934326535363
405,2017-03-24,99.10894108387082
406,2017-03-27,99.63455903173218
407,2017-03-28,99.37096942083913
408,2017-03-29,98.99083876849731
409,2017-03-30,102.91914001184307
410,2017-03-31,98.89742825125381
411,2017-04-05,106.39963315804394
412,2017-04-06,104.47234566212977
413,2017-04-07,104.1336224303312
414,2017-04-10,104.7476630288173
415,2017-04-11,104.36071738249068
416,2017-04-12,102.39730298965979
417,2017-04-13,102.31539791486223
418,2017-04-14,99.20753243008679
419,2017-04-17,100.23446616048952
420,2017-04-18,108.84590868264175
421,2017-04-19,96.94627700869265
422,2017-04-20,99.91375473938187
423,2017-04-21,103.27986987187553
424,2017-04-24,100.34084682852976
425,2017-04-25,102.91698618405515
426,2017-04-26,105.04482899890249
427,2017-04-27,106.05704745794924
428,2017-04-28,104.9911674945538
429,2017-05-02,104.79032249783684
430,2017-05-03,101.84126677388471
431,2017-05-04,99.33749468517352
432,2017-05-05,97.29268805690579
433,2017-05-08,97.88528818058776
434,2017-05-09,98.13268052840533
435,2017-05-10,103.89362882764301
436,2017-05-11,107.5999591703681
437,2017-05-12,102.38184593511639
438,2017-05-15,104.51689961355513
439,2017-05-16,106.1182184413861
440,2017-05-25,105.75134753958801
441,2017-05-26,109.60660184829362
442,2017-05-31,110.56752809428646
443,2017-06-01,111.98317660080066
444,2017-06-02,104.7010143906204
445,2017-06-05,103.54005750243125
446,2017-06-06,102.86068996085314
447,2017-06-07,106.21618625900382
448,2017-06-08,106.01958368995278
449,2017-06-09,107.8809937986433
450,2017-06-12,106.3277623098243
451,2017-06-13,105.85224947200098
452,2017-06-14,103.08973112317739
453,2017-06-15,102.32386295290453
454,2017-06-16,101.17648897635613
455,2017-06-19,103.40736431961933
456,2017-06-20,101.69750384414678
457,2017-06-29,103.23039293376549
458,2017-06-30,102.69783091007895
459,2017-07-03,102.4572182160307
460,2017-07-04,99.3620758040235
461,2017-07-05,102.81994537221811
462,2017-07-06,102.61235074869309
463,2017-07-07,101.41960144376677
464,2017-07-10,103.70982803686886
465,2017-07-11,104.17862185095944
466,2017-07-12,105.14512962278606
467,2017-07-13,107.98554859365309
468,2017-07-14,106.1616392262911
469,2017-07-17,108.07611743131606
470,2017-07-18,105.23764892922586
471,2017-07-19,108.62354872361314
472,2017-07-20,104.67614895594402
473,2017-07-21,102.74515208506668
474,2017-07-24,104.92393095136327
475,2017-07-25,104.80746639553902
476,2017-07-26,102.35811801367672
477,2017-07-27,101.66187967689878
478,2017-07-28,101.90141700128055
479,2017-07-31,102.61157999012408
480,2017-08-01,107.12705080549321
481,2017-08-02,108.23141592788232
482,2017-08-03,102.82912107349327
483,2017-08-04,102.31281598307996
484,2017-08-07,104.08629862086592
485,2017-08-08,104.55366621975497
486,2017-08-09,103.93179683599394
487,2017-08-10,102.44832042570435
488,2017-08-11,101.86068206254598
489,2017-08-14,105.71342085654167
490,2017-08-15,104.23940134133005
491,2017-08-24,109.9517806860945
492,2017-08-25,110.97935145395064
493,2017-08-28,115.44918162795766
494,2017-08-29,111.52450887263242
495,2017-08-30,109.48728373165956
496,2017-08-31,108.16120281335738
497,2017-09-01,107.38106575419594
498,2017-09-04,106.13252518309439
499,2017-09-05,109.3778958343787
500,2017-09-06,106.43271684359902
501,2017-09-07,107.24156277634542
502,2017-09-08,106.26464767991902
503,2017-09-11,103.4315909794394
504,2017-09-12,103.22172262586335
505,2017-09-13,104.57828773840684
506,2017-09-14,104.31471173106007
507,2017-09-15,105.287869417374
508,2017-09-18,104.14599997544445
509,2017-09-19,103.17911378331232
510,2017-09-28,95.49461231946525
511,2017-09-29,96.25998605412587
512,2017-10-09,99.8793503509467
513,2017-10-10,99.66177801179651
514,2017-10-11,101.9059502756664
515,2017-10-12,104.70043603518074
516,2017-10-13,105.50428437281175
517,2017-10-16,109.66662707509364
518,2017-10-17,107.10697878328656
519,2017-10-18,102.93062975172438
520,2017-10-19,103.20218441001228
521,2017-10-20,101.60375889300144
522,2017-10-23,107.04012245244762
523,2017-10-24,102.83176084952404
524,2017-10-25,103.40929416259911
525,2017-10-26,107.55191156660888
526,2017-10-27,109.0210066228286
527,2017-10-30,106.8922214401382
528,2017-10-31,107.42604298710803
529,2017-11-01,112.73556306647387
530,2017-11-02,108.92121819431243
531,2017-11-03,108.48648981264387
532,2017-11-06,115.35194204857939
533,2017-11-07,115.43860006223315
534,2017-11-08,113.57329714641375
535,2017-11-09,114.85402647463192
536,2017-11-10,113.61073817048913
537,2017-11-13,116.21600792619506
538,2017-11-14,109.74386278784594
539,2017-11-23,106.17371978371513
540,2017-11-24,103.47851015094668
541,2017-11-27,103.49370723679357
542,2017-11-28,102.22592177425037
543,2017-11-29,99.68572714308465
544,2017-11-30,101.3174944081027
545,2017-12-01,101.02697923376412
546,2017-12-04,101.2765638177198
547,2017-12-05,102.05951440413168
548,2017-12-06,100.1458456121498
549,2017-12-07,99.9353539643439
550,2017-12-08,99.70787178090806
551,2017-12-11,101.46339056960186
552,2017-12-12,99.39605538635503
553,2017-12-13,100.20251891487658
554,2017-12-14,98.24121437364334
555,2017-12-15,97.97713660448629
556,2017-12-18,97.71573161498904
557,2017-12-19,99.48406419760168
558,2017-12-28,95.18711629731327
559,2017-12-29,94.49923847918468
560,2018-01-02,97.9420248306839
561,2018-01-03,99.10622735927973
562,2018-01-04,99.6737004674539
563,2018-01-05,100.57905345987699
564,2018-01-08,100.56382851481189
565,2018-01-09,102.40746955394877
566,2018-01-10,101.91149063482892
567,2018-01-11,100.51171553939753
568,2018-01-12,103.02482243631984
569,2018-01-15,104.80317338843871
570,2018-01-16,102.14090857019008
571,2018-01-17,98.63978115851228
572,2018-01-18,97.31121125124905
573,2018-01-19,99.4826186107584
574,2018-01-22,101.48116530650009
575,2018-01-23,103.0637180782791
576,2018-01-24,102.83684491457201
577,2018-01-25,100.47825993898599
578,2018-01-26,101.27630699110183
579,2018-01-29,97.21728937104385
580,2018-01-30,97.08727823397982
581,2018-01-31,99.76190755292349
582,2018-02-01,101.28442973460245
583,2018-02-02,103.51868291082363
584,2018-02-05,105.73641202467398
585,2018-02-06,100.79343117595126
586,2018-02-07,98.96070393732626
587,2018-02-08,97.49398937371622
588,2018-02-09,94.44353968365354
589,2018-02-12,97.89124278555157
590,2018-02-13,99.2832136381685
591,2018-02-14,101.72407816949523
592,2018-03-01,100.70426923876691
593,2018-03-02,100.26740326692122
594,2018-03-05,101.07052204759873
595,2018-03-06,100.85640914176732
596,2018-03-07,99.75231781235627
597,2018-03-08,101.07193716462754
598,2018-03-09,100.42465961968568
599,2018-03-12,99.61191539742705
600,2018-03-13,100.01534669104214
601,2018-03-14,99.9866148315858
602,2018-03-15,101.03659955467927
603,2018-03-16,100.80026936082386
604,2018-03-19,102.66677803728994
605,2018-03-20,102.49019326680596
606,2018-03-29,99.27938386026662
607,2018-03-30,98.12148234326463
608,2018-04-02,98.25152637957353
609,2018-04-03,98.86017478505799
610,2018-04-04,99.08464651945864
611,2018-04-09,100.06491788166107
612,2018-04-10,103.2868375710237
613,2018-04-11,103.23651699804546
614,2018-04-12,101.80758324752271
615,2018-04-13,100.73346286624792
616,2018-04-16,96.95269784752121
617,2018-04-17,98.22401287143556
618,2018-04-18,99.40784185040205
619,2018-04-19,102.33524605497678
620,2018-04-20,99.52759485653594
621,2018-04-23,99.62433401035261
622,2018-04-24,102.06962697211704
623,2018-04-25,100.315347042109
624,2018-04-26,98.68261956165709
625,2018-04-27,97.55953032844555
626,2018-05-02,97.05152738559958
627,2018-05-03,97.45860167436764
628,2018-05-04,96.48847321616212
629,2018-05-07,97.84815933454486
630,2018-05-08,99.58308159339691
631,2018-05-09,98.96650506569308
632,2018-05-10,98.84903691633298
633,2018-05-11,98.90071980271183
634,2018-05-14,101.31821669061372
635,2018-05-15,100.14888667251373
636,2018-05-24,92.67172974978597
637,2018-05-25,92.20394101066738
638,2018-05-28,93.27237067420066
639,2018-05-29,93.82592866022506
640,2018-05-30,94.38893478757761
641,2018-05-31,97.90023465898138
642,2018-06-04,100.71826049897959
643,2018-06-05,99.98746780126184
644,2018-06-06,99.64008635554649
645,2018-06-07,100.81257224125763
646,2018-06-08,100.17902307199282
647,2018-06-11,101.71731635164923
648,2018-06-12,103.25997157633789
649,2018-06-13,102.65849599664413
650,2018-06-14,103.50740045398354
651,2018-06-15,104.14992940974912
652,2018-06-19,100.16691104373525
653,2018-06-28,99.09268466775148
654,2018-06-29,101.38893893936428
655,2018-07-02,96.70770672570512
656,2018-07-03,99.04372885181714
657,2018-07-04,99.29987441995749
658,2018-07-05,99.71679275177736
659,2018-07-06,101.74744036220513
660,2018-07-09,105.71142388516567
661,2018-07-10,105.35055256463816
662,2018-07-11,104.17936745131297
663,2018-07-12,105.79133957701418
664,2018-07-13,104.97158048328573
665,2018-07-16,104.56346041176567
666,2018-07-17,103.6986279011861
667,2018-07-18,104.7560603551633
668,2018-07-19,106.30870632809909
669,2018-07-20,108.48984914478707
670,2018-07-23,107.34604847938799
671,2018-07-24,107.63845949864962
672,2018-07-25,105.32868404255028
673,2018-07-26,103.70886024610694
674,2018-07-27,103.18938486019513
675,2018-07-30,103.6429501163032
676,2018-07-31,104.174011971863
677,2018-08-01,103.63575937931981
678,2018-08-02,101.19949250697435
679,2018-08-03,99.57264071782238
680,2018-08-06,99.40796075759846
681,2018-08-07,101.11036907143597
682,2018-08-08,100.60954548830145
683,2018-08-09,101.26282075402081
684,2018-08-10,100.4931298022498
685,2018-08-13,99.80389895450288
686,2018-08-14,99.49969625665773
687,2018-08-23,99.18961813942745
688,2018-08-24,100.430409522133
689,2018-08-27,102.02398921107078
690,2018-08-28,101.66224101445141
691,2018-08-29,101.71400762862321
692,2018-08-30,101.55522482074002
693,2018-08-31,100.35182712451177
694,2018-09-03,100.8821577215165
695,2018-09-04,101.71089113875897
696,2018-09-05,99.70407640986078
697,2018-09-06,98.80722750888832
698,2018-09-07,101.02903703292425
699,2018-09-10,100.11622605826727
700,2018-09-11,98.27982161889219
701,2018-09-12,97.70028924806932
702,2018-09-13,98.43985040878708
703,2018-09-14,98.57154893081571
704,2018-09-17,98.80929166888977
705,2018-09-18,101.26125243848463
706,2018-09-27,102.89691057426329
707,2018-09-28,103.46579260289403
708,2018-10-08,96.65282268027383
709,2018-10-09,99.67998125974206
710,2018-10-10,99.87888538768645
711,2018-10-11,95.44456974552503
712,2018-10-12,100.80721462368302
713,2018-10-15,98.54198094714386
714,2018-10-16,99.33739300543289
715,2018-10-17,98.75602943749273
716,2018-10-18,95.78251187629313
717,2018-10-19,100.55168277271645
718,2018-10-22,103.6377385202728
719,2018-10-23,98.88908533196069
720,2018-10-24,101.06913869821229
721,2018-10-25,101.72546293583612
722,2018-10-26,100.44991193130922
723,2018-10-29,97.07346616845497
724,2018-10-30,98.7180263905151
725,2018-10-31,100.52648736354706
726,2018-11-01,101.49553074186971
727,2018-11-02,104.77645299342159
728,2018-11-05,101.88611332308734
729,2018-11-06,101.08445576197919
730,2018-11-07,100.5567703878111
731,2018-11-08,101.3245114962306
732,2018-11-09,98.8194680987784
733,2018-11-12,98.59822298748169
734,2018-11-13,99.81978932562832
735,2018-11-14,98.5761986737414
736,2018-11-15,99.85359792382387
737,2018-11-16,99.69276692523543
738,2018-11-19,101.31087182840817
739,2018-11-20,99.57575672395255
740,2018-11-29,99.33125038373332
741,2018-12-03,102.37992015096482
742,2018-12-04,102.35988469216139
743,2018-12-05,102.41231049128973
744,2018-12-06,100.02243383862606
745,2018-12-07,100.18852941256372
746,2018-12-10,99.36074795111546
747,2018-12-11,99.20716977744834
748,2018-12-12,100.19546069909248
749,2018-12-13,100.40726410819745
750,2018-12-14,99.41228519729603
751,2018-12-17,99.54263813600582
752,2018-12-18,97.58070170946688
753,2018-12-27,98.36737127786732
754,2018-12-28,98.63616156602876
755,2019-01-02,97.39721218313218
756,2019-01-03,99.29454273845505
757,2019-01-04,101.28827335133896
758,2019-01-07,100.98069172381092
759,2019-01-08,100.60145012007489
760,2019-01-09,102.49229946048108
761,2019-01-10,102.64881392879634
762,2019-01-11,104.43983244537735
763,2019-01-14,102.06327838682812
764,2019-01-15,103.68906856241165
765,2019-01-16,105.45332484992815
766,2019-01-17,105.17748178273706
767,2019-01-18,105.58451921214714
768,2019-01-21,106.5862901016218
769,2019-01-22,103.2578640560378
770,2019-01-23,103.70128491036029
771,2019-01-24,103.45023054536816
772,2019-01-25,106.71989699196565
773,2019-01-28,105.40780447905054
774,2019-01-29,106.34295140322637
775,2019-01-30,104.57522186830883
776,2019-01-31,105.61415688954129
777,2019-02-01,107.37520014119973
778,2019-02-11,106.84457049185697
779,2019-02-12,106.81765947724107
780,2019-02-13,108.43850461757178
781,2019-02-14,106.37199554696785
782,2019-02-15,103.55450803328159
783,2019-02-18,105.85923225398462
784,2019-02-19,104.78841284125357
785,2019-02-28,101.99383111335736
786,2019-03-01,105.78730098581342
787,2019-03-04,106.13627263928676
788,2019-03-05,105.27188410919916
789,2019-03-06,104.22516469460612
790,2019-03-07,102.07981193401056
791,2019-03-08,99.65383018509664
792,2019-03-11,99.52308250850436
793,2019-03-12,100.47986381534307
794,2019-03-13,101.63014417953497
795,2019-03-14,100.93959849106578
796,2019-03-15,102.77764692383211
797,2019-03-18,105.08366287978254
798,2019-03-19,103.49128429123826
799,2019-03-28,98.95374063139033
800,2019-03-29,103.92902738650606
801,2019-04-01,106.77152534327496
802,2019-04-02,102.03757951021842
803,2019-04-03,103.07073092881821
804,2019-04-04,102.66897454197057
805,2019-04-08,101.81223974961752
806,2019-04-09,101.59426370117893
807,2019-04-10,101.05041531918077
808,2019-04-11,100.31874622866114
809,2019-04-12,98.98744179526379
810,2019-04-15,99.19741894757001
811,2019-04-16,103.17694329047777
812,2019-04-17,99.8224759407383
813,2019-04-18,99.19470119636519
814,2019-04-19,101.29333581243768
815,2019-04-22,98.41062910733541
816,2019-04-23,98.99123373274992
817,2019-04-24,98.50715449694789
818,2019-04-25,97.24815762766698
819,2019-04-26,96.07988675053957
820,2019-04-29,99.41232388626463
821,2019-04-30,99.29545912932701
